ZIP Code,Week Number,Week Start,Week End,Cases - Weekly,Cases - Cumulative,Case Rate - Weekly,Case Rate - Cumulative,Tests - Weekly,Tests - Cumulative,Test Rate - Weekly,Test Rate - Cumulative,Percent Tested Positive - Weekly,Percent Tested Positive - Cumulative,Deaths - Weekly,Deaths - Cumulative,Death Rate - Weekly,Death Rate - Cumulative,Population,Row ID,ZIP Code Location
60603,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-10,POINT (-87.625473 41.880112)
60603,11,03/08/2020,03/14/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-11,POINT (-87.625473 41.880112)
60603,12,03/15/2020,03/21/2020,,,,,1,1,85,85.2,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-12,POINT (-87.625473 41.880112)
60603,13,03/22/2020,03/28/2020,,,,,3,4,256,340.7,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-13,POINT (-87.625473 41.880112)
60603,14,03/29/2020,04/04/2020,,,,,6,10,511,851.8,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-14,POINT (-87.625473 41.880112)
60603,15,04/05/2020,04/11/2020,,,,,6,16,511,1362.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-15,POINT (-87.625473 41.880112)
60603,16,04/12/2020,04/18/2020,,,,,3,19,256,1618.4,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-16,POINT (-87.625473 41.880112)
60603,17,04/19/2020,04/25/2020,,,,,3,22,256,1873.9,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-17,POINT (-87.625473 41.880112)
60603,18,04/26/2020,05/02/2020,,,,,13,35,1107,2981.3,0.2,0.2,0,0,0.0,0.0,1174,60603-2020-18,POINT (-87.625473 41.880112)
60603,19,05/03/2020,05/09/2020,,,,,7,42,596,3577.5,0.0,0.2,0,0,0.0,0.0,1174,60603-2020-19,POINT (-87.625473 41.880112)
60603,20,05/10/2020,05/16/2020,1,5,85,425.9,8,50,681,4258.9,0.4,0.2,0,0,0.0,0.0,1174,60603-2020-20,POINT (-87.625473 41.880112)
60603,21,05/17/2020,05/23/2020,1,6,85,511.1,14,64,1192,5451.4,0.1,0.2,0,0,0.0,0.0,1174,60603-2020-21,POINT (-87.625473 41.880112)
60603,22,05/24/2020,05/30/2020,0,6,0,511.1,7,71,596,6047.7,0.0,0.2,0,0,0.0,0.0,1174,60603-2020-22,POINT (-87.625473 41.880112)
60603,23,05/31/2020,06/06/2020,0,6,0,511.1,19,90,1618,7666.1,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-23,POINT (-87.625473 41.880112)
60603,24,06/07/2020,06/13/2020,0,6,0,511.1,10,100,852,8517.9,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-24,POINT (-87.625473 41.880112)
60603,25,06/14/2020,06/20/2020,0,6,0,511.1,14,114,1192,9710.4,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-25,POINT (-87.625473 41.880112)
60603,26,06/21/2020,06/27/2020,0,6,0,511.1,10,124,852,10562.2,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-26,POINT (-87.625473 41.880112)
60603,27,06/28/2020,07/04/2020,0,6,0,511.1,24,148,2044,12606.5,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-27,POINT (-87.625473 41.880112)
60603,28,07/05/2020,07/11/2020,0,6,0,511.1,20,168,1704,14310.1,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-28,POINT (-87.625473 41.880112)
60603,29,07/12/2020,07/18/2020,2,8,170,681.4,31,199,2640,16950.6,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-29,POINT (-87.625473 41.880112)
60603,30,07/19/2020,07/25/2020,1,9,85,766.6,30,229,2555,19506,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-30,POINT (-87.625473 41.880112)
60603,31,07/26/2020,08/01/2020,0,9,0,766.6,24,253,2044,21550.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-31,POINT (-87.625473 41.880112)
60603,32,08/02/2020,08/08/2020,1,10,85,851.8,13,266,1107,22657.6,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-32,POINT (-87.625473 41.880112)
60603,33,08/09/2020,08/15/2020,1,11,85,937,22,288,1874,24531.5,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-33,POINT (-87.625473 41.880112)
60603,34,08/16/2020,08/22/2020,0,11,0,937,21,309,1789,26320.3,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-34,POINT (-87.625473 41.880112)
60604,4,01/24/2021,01/30/2021,2,86,256,10997.4,74,1424,9463,182097.2,0.1,0.1,0,0,0.0,0.0,782,60604-2021-4,POINT (-87.629029 41.878153)
60604,5,01/31/2021,02/06/2021,0,86,0,10997.4,70,1494,8951,191048.6,0.0,0.1,0,0,0.0,0.0,782,60604-2021-5,POINT (-87.629029 41.878153)
60604,10,03/01/2020,03/07/2020,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,782,60604-2020-10,POINT (-87.629029 41.878153)
60604,11,03/08/2020,03/14/2020,,,,,1,1,128,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-2020-11,POINT (-87.629029 41.878153)
60604,12,03/15/2020,03/21/2020,,,,,0,1,0,127.9,0.0,0.0,0,0,0.0,0.0,782,60604-2020-12,POINT (-87.629029 41.878153)
60604,13,03/22/2020,03/28/2020,,,,,7,8,895,1023,0.0,0.0,0,0,0.0,0.0,782,60604-2020-13,POINT (-87.629029 41.878153)
60604,14,03/29/2020,04/04/2020,,,,,4,12,512,1534.5,0.0,0.0,0,0,0.0,0.0,782,60604-2020-14,POINT (-87.629029 41.878153)
60604,15,04/05/2020,04/11/2020,,,,,1,13,128,1662.4,0.0,0.0,0,0,0.0,0.0,782,60604-2020-15,POINT (-87.629029 41.878153)
60604,16,04/12/2020,04/18/2020,,,,,3,16,384,2046,0.0,0.0,0,0,0.0,0.0,782,60604-2020-16,POINT (-87.629029 41.878153)
60604,17,04/19/2020,04/25/2020,2,6,256,767.3,13,29,1662,3708.4,0.2,0.2,0,0,0.0,0.0,782,60604-2020-17,POINT (-87.629029 41.878153)
60604,18,04/26/2020,05/02/2020,5,11,639,1406.6,16,45,2046,5754.5,0.2,0.2,0,0,0.0,0.0,782,60604-2020-18,POINT (-87.629029 41.878153)
60604,19,05/03/2020,05/09/2020,2,13,256,1662.4,15,60,1918,7672.6,0.2,0.2,0,0,0.0,0.0,782,60604-2020-19,POINT (-87.629029 41.878153)
60604,20,05/10/2020,05/16/2020,3,16,384,2046,16,76,2046,9718.7,0.3,0.2,0,0,0.0,0.0,782,60604-2020-20,POINT (-87.629029 41.878153)
60604,21,05/17/2020,05/23/2020,3,19,384,2429.7,16,92,2046,11764.7,0.2,0.2,0,0,0.0,0.0,782,60604-2020-21,POINT (-87.629029 41.878153)
60604,22,05/24/2020,05/30/2020,2,21,256,2685.4,20,112,2558,14322.3,0.0,0.2,0,0,0.0,0.0,782,60604-2020-22,POINT (-87.629029 41.878153)
60604,23,05/31/2020,06/06/2020,1,22,128,2813.3,13,125,1662,15984.7,0.1,0.2,0,0,0.0,0.0,782,60604-2020-23,POINT (-87.629029 41.878153)
60604,24,06/07/2020,06/13/2020,1,23,128,2941.2,9,134,1151,17135.5,0.1,0.2,0,0,0.0,0.0,782,60604-2020-24,POINT (-87.629029 41.878153)
60604,26,06/21/2020,06/27/2020,1,24,128,3069.1,23,173,2941,22122.8,0.0,0.2,0,0,0.0,0.0,782,60604-2020-26,POINT (-87.629029 41.878153)
60604,27,06/28/2020,07/04/2020,0,24,0,3069.1,19,192,2430,24552.4,0.1,0.1,0,0,0.0,0.0,782,60604-2020-27,POINT (-87.629029 41.878153)
60604,28,07/05/2020,07/11/2020,0,24,0,3069.1,29,221,3708,28260.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-28,POINT (-87.629029 41.878153)
60604,29,07/12/2020,07/18/2020,0,24,0,3069.1,16,237,2046,30306.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-29,POINT (-87.629029 41.878153)
60604,30,07/19/2020,07/25/2020,0,24,0,3069.1,17,254,2174,32480.8,0.0,0.1,0,0,0.0,0.0,782,60604-2020-30,POINT (-87.629029 41.878153)
60604,31,07/26/2020,08/01/2020,0,24,0,3069.1,24,278,3069,35549.9,0.0,0.1,0,0,0.0,0.0,782,60604-2020-31,POINT (-87.629029 41.878153)
60604,32,08/02/2020,08/08/2020,0,24,0,3069.1,26,304,3325,38874.7,0.0,0.1,0,0,0.0,0.0,782,60604-2020-32,POINT (-87.629029 41.878153)
60604,33,08/09/2020,08/15/2020,0,24,0,3069.1,35,339,4476,43350.4,0.0,0.1,0,0,0.0,0.0,782,60604-2020-33,POINT (-87.629029 41.878153)
60604,34,08/16/2020,08/22/2020,4,28,512,3580.6,32,371,4092,47442.5,0.1,0.1,0,0,0.0,0.0,782,60604-2020-34,POINT (-87.629029 41.878153)
60604,35,08/23/2020,08/29/2020,1,29,128,3708.4,29,400,3708,51150.9,0.2,0.1,0,0,0.0,0.0,782,60604-2020-35,POINT (-87.629029 41.878153)
60604,36,08/30/2020,09/05/2020,1,30,128,3836.3,25,425,3197,54347.8,0.1,0.1,0,0,0.0,0.0,782,60604-2020-36,POINT (-87.629029 41.878153)
60604,37,09/06/2020,09/12/2020,0,30,0,3836.3,22,447,2813,57161.1,0.0,0.1,0,0,0.0,0.0,782,60604-2020-37,POINT (-87.629029 41.878153)
60604,38,09/13/2020,09/19/2020,0,30,0,3836.3,27,474,3453,60613.8,0.0,0.1,0,0,0.0,0.0,782,60604-2020-38,POINT (-87.629029 41.878153)
60615,11,03/08/2020,03/14/2020,,,,,5,7,12,16.8,0.0,0.0,0,0,0.0,0.0,41563,60615-2020-11,POINT (-87.602725 41.801993)
60615,12,03/15/2020,03/21/2020,25,26,60,62.6,148,155,356,372.9,0.2,0.2,0,0,0.0,0.0,41563,60615-2020-12,POINT (-87.602725 41.801993)
60615,13,03/22/2020,03/28/2020,31,57,75,137.1,125,280,301,673.7,0.2,0.2,1,1,2.4,2.4,41563,60615-2020-13,POINT (-87.602725 41.801993)
60615,14,03/29/2020,04/04/2020,42,99,101,238.2,177,457,426,1099.5,0.2,0.2,3,4,7.2,9.6,41563,60615-2020-14,POINT (-87.602725 41.801993)
60615,15,04/05/2020,04/11/2020,33,132,79,317.6,176,633,424,1523,0.2,0.2,0,4,0.0,9.6,41563,60615-2020-15,POINT (-87.602725 41.801993)
60615,16,04/12/2020,04/18/2020,39,171,94,411.4,217,850,522,2045.1,0.2,0.2,1,5,2.4,12.0,41563,60615-2020-16,POINT (-87.602725 41.801993)
60615,17,04/19/2020,04/25/2020,45,216,108,519.7,249,1099,599,2644.2,0.2,0.2,2,7,4.8,16.8,41563,60615-2020-17,POINT (-87.602725 41.801993)
60615,18,04/26/2020,05/02/2020,28,244,67,587.1,264,1363,635,3279.4,0.1,0.2,3,10,7.2,24.1,41563,60615-2020-18,POINT (-87.602725 41.801993)
60644,22,05/24/2020,05/30/2020,127,1218,266,2552.8,828,5190,1735,10877.8,0.2,0.2,5,74,10.5,155.1,47712,60644-2020-22,POINT (-87.756863 41.881113)
60644,23,05/31/2020,06/06/2020,43,1261,90,2642.9,543,5733,1138,12015.8,0.1,0.2,6,80,12.6,167.7,47712,60644-2020-23,POINT (-87.756863 41.881113)
60644,24,06/07/2020,06/13/2020,11,1272,23,2666,615,6348,1289,13304.8,0.0,0.2,7,87,14.7,182.3,47712,60644-2020-24,POINT (-87.756863 41.881113)
60644,25,06/14/2020,06/20/2020,22,1294,46,2712.1,781,7129,1637,14941.7,0.0,0.2,2,89,4.2,186.5,47712,60644-2020-25,POINT (-87.756863 41.881113)
60644,26,06/21/2020,06/27/2020,16,1310,34,2745.6,680,7809,1425,16367,0.0,0.2,3,92,6.3,192.8,47712,60644-2020-26,POINT (-87.756863 41.881113)
60644,27,06/28/2020,07/04/2020,24,1334,50,2795.9,940,8749,1970,18337.1,0.0,0.1,0,92,0.0,192.8,47712,60644-2020-27,POINT (-87.756863 41.881113)
60644,28,07/05/2020,07/11/2020,25,1359,52,2848.3,686,9435,1438,19774.9,0.1,0.1,0,92,0.0,192.8,47712,60644-2020-28,POINT (-87.756863 41.881113)
60644,29,07/12/2020,07/18/2020,33,1392,69,2917.5,1012,10447,2121,21896,0.0,0.1,1,93,2.1,194.9,47712,60644-2020-29,POINT (-87.756863 41.881113)
60603,48,11/22/2020,11/28/2020,5,37,426,3151.6,49,816,4174,69506,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-48,POINT (-87.625473 41.880112)
60603,49,11/29/2020,12/05/2020,3,40,256,3407.2,46,862,3918,73424.2,0.1,0.1,0,0,0.0,0.0,1174,60603-2020-49,POINT (-87.625473 41.880112)
60603,50,12/06/2020,12/12/2020,1,41,85,3492.3,78,940,6644,80068.1,0.0,0.1,0,0,0.0,0.0,1174,60603-2020-50,POINT (-87.625473 41.880112)
60603,51,12/13/2020,12/19/2020,1,42,85,3577.5,81,1021,6900,86967.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-51,POINT (-87.625473 41.880112)
60603,52,12/20/2020,12/26/2020,5,47,426,4003.4,48,1069,4089,91056.2,0.1,0.0,0,0,0.0,0.0,1174,60603-2020-52,POINT (-87.625473 41.880112)
60666,6,02/07/2021,02/13/2021,,,,,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0,60666-2021-6,POINT (-87.896371 41.979511)
60601,31,07/26/2020,08/01/2020,9,115,61,783.6,235,2116,1601,14419.1,0.0,0.1,0,5,0.0,34.1,14675,60601-2020-31,POINT (-87.622844 41.886262)
60603,53,12/27/2020,01/02/2021,3,50,256,4258.9,45,1114,3833,94889.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2020-53,POINT (-87.625473 41.880112)
60603,1,01/03/2021,01/09/2021,4,54,341,4599.7,80,1194,6814,101703.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-1,POINT (-87.625473 41.880112)
60634,10,03/01/2020,03/07/2020,,,,,4,4,5,5.3,0.0,0.0,0,0,0.0,0.0,75995,60634-2020-10,POINT (-87.797373 41.944967)
60634,11,03/08/2020,03/14/2020,,,,,2,6,3,7.9,0.0,0.0,0,0,0.0,0.0,75995,60634-2020-11,POINT (-87.797373 41.944967)
60603,2,01/10/2021,01/16/2021,7,61,596,5195.9,90,1284,7666,109369.7,0.1,0.0,0,0,0.0,0.0,1174,60603-2021-2,POINT (-87.625473 41.880112)
60603,3,01/17/2021,01/23/2021,0,61,0,5195.9,78,1362,6644,116013.6,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-3,POINT (-87.625473 41.880112)
60603,4,01/24/2021,01/30/2021,1,62,85,5281.1,93,1455,7922,123935.3,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-4,POINT (-87.625473 41.880112)
60603,5,01/31/2021,02/06/2021,4,66,341,5621.8,83,1538,7070,131005.1,0.0,0.0,0,0,0.0,0.0,1174,60603-2021-5,POINT (-87.625473 41.880112)
60606,38,09/13/2020,09/19/2020,3,69,97,2225.1,109,2493,3515,80393.4,0.0,0.1,0,1,0.0,32.2,3101,60606-2020-38,POINT (-87.63676 41.882634)
60607,50,12/06/2020,12/12/2020,76,1742,257,5886.9,1940,30764,6556,103964,0.0,0.1,0,5,0.0,16.9,29591,60607-2020-50,POINT (-87.652727 41.876104)
60606,5,01/31/2021,02/06/2021,3,256,97,8255.4,150,6128,4837,197613.7,0.0,0.1,0,2,0.0,64.5,3101,60606-2021-5,POINT (-87.63676 41.882634)
60644,40,09/27/2020,10/03/2020,27,1663,57,3485.5,832,21205,1744,44443.7,0.0,0.1,0,94,0.0,197.0,47712,60644-2020-40,POINT (-87.756863 41.881113)
60644,41,10/04/2020,10/10/2020,34,1697,71,3556.8,814,22019,1706,46149.8,0.1,0.1,0,94,0.0,197.0,47712,60644-2020-41,POINT (-87.756863 41.881113)
60654,10,03/01/2020,03/07/2020,,,,,2,2,10,10.5,0.0,0.0,0,0,0.0,0.0,19135,60654-2020-10,POINT (-87.636354 41.892485)
60654,11,03/08/2020,03/14/2020,,,,,9,11,47,57.5,0.0,0.0,0,0,0.0,0.0,19135,60654-2020-11,POINT (-87.636354 41.892485)
60654,12,03/15/2020,03/21/2020,14,17,73,88.8,53,64,277,334.5,0.2,0.2,0,0,0.0,0.0,19135,60654-2020-12,POINT (-87.636354 41.892485)
60654,13,03/22/2020,03/28/2020,17,34,89,177.7,54,118,282,616.7,0.3,0.3,0,0,0.0,0.0,19135,60654-2020-13,POINT (-87.636354 41.892485)
60654,14,03/29/2020,04/04/2020,12,46,63,240.4,36,154,188,804.8,0.2,0.3,0,0,0.0,0.0,19135,60654-2020-14,POINT (-87.636354 41.892485)
60654,15,04/05/2020,04/11/2020,39,85,204,444.2,51,205,266,1071.3,0.1,0.2,0,0,0.0,0.0,19135,60654-2020-15,POINT (-87.636354 41.892485)
60654,16,04/12/2020,04/18/2020,18,103,94,538.3,61,266,319,1390.1,0.1,0.2,0,0,0.0,0.0,19135,60654-2020-16,POINT (-87.636354 41.892485)
60654,17,04/19/2020,04/25/2020,7,110,37,574.9,72,338,376,1766.4,0.1,0.2,0,0,0.0,0.0,19135,60654-2020-17,POINT (-87.636354 41.892485)
60654,18,04/26/2020,05/02/2020,5,115,26,601,78,416,408,2174,0.1,0.1,0,0,0.0,0.0,19135,60654-2020-18,POINT (-87.636354 41.892485)
60654,19,05/03/2020,05/09/2020,9,124,47,648,106,522,554,2728,0.1,0.1,0,0,0.0,0.0,19135,60654-2020-19,POINT (-87.636354 41.892485)
60654,20,05/10/2020,05/16/2020,6,130,31,679.4,145,667,758,3485.8,0.0,0.1,1,1,5.2,5.2,19135,60654-2020-20,POINT (-87.636354 41.892485)
60654,21,05/17/2020,05/23/2020,7,137,37,716,157,824,820,4306.2,0.1,0.1,0,1,0.0,5.2,19135,60654-2020-21,POINT (-87.636354 41.892485)
60654,22,05/24/2020,05/30/2020,3,140,16,731.6,148,972,774,5079.7,0.0,0.1,0,1,0.0,5.2,19135,60654-2020-22,POINT (-87.636354 41.892485)
60654,23,05/31/2020,06/06/2020,3,143,16,747.3,138,1110,721,5800.9,0.0,0.1,0,1,0.0,5.2,19135,60654-2020-23,POINT (-87.636354 41.892485)
60601,5,01/31/2021,02/06/2021,10,886,68,6037.5,560,18222,3816,124170.4,0.0,0.1,0,11,0.0,75.0,14675,60601-2021-5,POINT (-87.622844 41.886262)
60602,5,01/31/2021,02/06/2021,1,85,80,6832.8,47,1802,3778,144855.3,0.0,0.1,0,1,0.0,80.4,1244,60602-2021-5,POINT (-87.628309 41.883136)
60605,51,12/13/2020,12/19/2020,65,1315,236,4778.5,1417,24790,5149,90083.2,0.0,0.1,0,7,0.0,25.4,27519,60605-2020-51,POINT (-87.623449 41.867824)
60605,5,01/31/2021,02/06/2021,32,1611,116,5854.1,915,32285,3325,117318.9,0.0,0.1,0,10,0.0,36.3,27519,60605-2021-5,POINT (-87.623449 41.867824)
60605,38,09/13/2020,09/19/2020,16,389,58,1413.6,535,9546,1944,34688.8,0.0,0.0,0,2,0.0,7.3,27519,60605-2020-38,POINT (-87.623449 41.867824)
Unknown,7,02/14/2021,02/20/2021,31,973,0,0,1989,94848,0,0,0.0,0.1,0,8,0.0,0.0,0,Unknown-2021-7,
60607,1,01/03/2021,01/09/2021,100,2041,338,6897.4,1807,37043,6107,125183.3,0.1,0.1,0,5,0.0,16.9,29591,60607-2021-1,POINT (-87.652727 41.876104)
60607,2,01/10/2021,01/16/2021,75,2116,254,7150.8,1742,38785,5887,131070.3,0.0,0.0,1,6,3.4,20.3,29591,60607-2021-2,POINT (-87.652727 41.876104)
60607,3,01/17/2021,01/23/2021,55,2171,186,7336.7,1606,40391,5427,136497.6,0.0,0.0,2,8,6.8,27.0,29591,60607-2021-3,POINT (-87.652727 41.876104)
60607,5,01/31/2021,02/06/2021,22,2225,74,7519.2,1513,43363,5113,146541.2,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-5,POINT (-87.652727 41.876104)
60659,10,03/01/2020,03/07/2020,,,,,1,1,2,2.4,0.0,0.0,0,0,0.0,0.0,41068,60659-2020-10,POINT (-87.703266 41.990803)
60659,11,03/08/2020,03/14/2020,,,,,4,5,10,12.2,0.0,0.0,0,0,0.0,0.0,41068,60659-2020-11,POINT (-87.703266 41.990803)
60659,12,03/15/2020,03/21/2020,20,21,49,51.1,54,59,132,143.7,0.1,0.1,0,0,0.0,0.0,41068,60659-2020-12,POINT (-87.703266 41.990803)
60659,13,03/22/2020,03/28/2020,41,62,100,151,126,185,307,450.5,0.3,0.2,1,1,2.4,2.4,41068,60659-2020-13,POINT (-87.703266 41.990803)
60659,14,03/29/2020,04/04/2020,64,126,156,306.8,154,339,375,825.5,0.4,0.3,3,4,7.3,9.7,41068,60659-2020-14,POINT (-87.703266 41.990803)
60613,11,03/08/2020,03/14/2020,5,5,10,10,12,14,24,27.9,0.0,0.0,0,0,0.0,0.0,50113,60613-2020-11,POINT (-87.661343 41.953742)
60613,12,03/15/2020,03/21/2020,25,30,50,59.9,80,94,160,187.6,0.2,0.2,0,0,0.0,0.0,50113,60613-2020-12,POINT (-87.661343 41.953742)
60613,13,03/22/2020,03/28/2020,33,63,66,125.7,117,211,234,421,0.2,0.2,0,0,0.0,0.0,50113,60613-2020-13,POINT (-87.661343 41.953742)
60613,14,03/29/2020,04/04/2020,52,115,104,229.5,131,342,261,682.5,0.3,0.3,1,1,2.0,2.0,50113,60613-2020-14,POINT (-87.661343 41.953742)
60613,16,04/12/2020,04/18/2020,36,184,72,367.2,164,631,327,1259.2,0.2,0.2,3,8,6.0,16.0,50113,60613-2020-16,POINT (-87.661343 41.953742)
60613,19,05/03/2020,05/09/2020,31,318,62,634.6,259,1385,517,2763.8,0.1,0.2,8,20,16.0,39.9,50113,60613-2020-19,POINT (-87.661343 41.953742)
60613,20,05/10/2020,05/16/2020,14,332,28,662.5,298,1683,595,3358.4,0.1,0.2,3,23,6.0,45.9,50113,60613-2020-20,POINT (-87.661343 41.953742)
60613,17,04/19/2020,04/25/2020,37,221,74,441,210,841,419,1678.2,0.1,0.2,3,11,6.0,22.0,50113,60613-2020-17,POINT (-87.661343 41.953742)
60613,22,05/24/2020,05/30/2020,13,362,26,722.4,431,2488,860,4964.8,0.0,0.1,3,27,6.0,53.9,50113,60613-2020-22,POINT (-87.661343 41.953742)
60613,24,06/07/2020,06/13/2020,14,392,28,782.2,710,3603,1417,7189.8,0.0,0.1,0,28,0.0,55.9,50113,60613-2020-24,POINT (-87.661343 41.953742)
60613,25,06/14/2020,06/20/2020,10,402,20,802.2,613,4216,1223,8413,0.0,0.1,1,29,2.0,57.9,50113,60613-2020-25,POINT (-87.661343 41.953742)
60613,26,06/21/2020,06/27/2020,19,421,38,840.1,752,4968,1501,9913.6,0.0,0.1,2,31,4.0,61.9,50113,60613-2020-26,POINT (-87.661343 41.953742)
60613,27,06/28/2020,07/04/2020,27,448,54,894,987,5955,1970,11883.1,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-27,POINT (-87.661343 41.953742)
60613,28,07/05/2020,07/11/2020,24,472,48,941.9,1063,7018,2121,14004.4,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-28,POINT (-87.661343 41.953742)
60613,29,07/12/2020,07/18/2020,32,504,64,1005.7,1085,8103,2165,16169.5,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-29,POINT (-87.661343 41.953742)
60613,30,07/19/2020,07/25/2020,28,532,56,1061.6,966,9069,1928,18097.1,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-30,POINT (-87.661343 41.953742)
60613,31,07/26/2020,08/01/2020,27,559,54,1115.5,1171,10240,2337,20433.8,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-31,POINT (-87.661343 41.953742)
60613,32,08/02/2020,08/08/2020,30,589,60,1175.3,1006,11246,2008,22441.3,0.0,0.1,0,31,0.0,61.9,50113,60613-2020-32,POINT (-87.661343 41.953742)
60613,33,08/09/2020,08/15/2020,20,609,40,1215.3,1067,12313,2129,24570.5,0.0,0.0,0,31,0.0,61.9,50113,60613-2020-33,POINT (-87.661343 41.953742)
60607,6,02/07/2021,02/13/2021,21,2246,71,7590.1,1571,44934,5309,151850.2,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-6,POINT (-87.652727 41.876104)
60607,7,02/14/2021,02/20/2021,20,2266,68,7657.7,1515,46449,5120,156970,0.0,0.0,0,8,0.0,27.0,29591,60607-2021-7,POINT (-87.652727 41.876104)
60608,21,05/17/2020,05/23/2020,173,1554,218,1962,987,5386,1246,6800.1,0.2,0.3,4,43,5.1,54.3,79205,60608-2020-21,POINT (-87.670366 41.849879)
60608,22,05/24/2020,05/30/2020,104,1658,131,2093.3,794,6180,1002,7802.5,0.1,0.3,5,48,6.3,60.6,79205,60608-2020-22,POINT (-87.670366 41.849879)
60608,23,05/31/2020,06/06/2020,75,1733,95,2188,641,6821,809,8611.8,0.1,0.2,3,51,3.8,64.4,79205,60608-2020-23,POINT (-87.670366 41.849879)
60608,33,08/09/2020,08/15/2020,80,2229,101,2814.2,1781,20344,2249,25685.2,0.0,0.1,1,77,1.3,97.2,79205,60608-2020-33,POINT (-87.670366 41.849879)
60608,35,08/23/2020,08/29/2020,81,2416,102,3050.3,1909,24114,2410,30445,0.1,0.1,0,77,0.0,97.2,79205,60608-2020-35,POINT (-87.670366 41.849879)
60608,37,09/06/2020,09/12/2020,82,2557,104,3228.3,1626,27462,2053,34672.1,0.1,0.1,1,79,1.3,99.7,79205,60608-2020-37,POINT (-87.670366 41.849879)
60608,39,09/20/2020,09/26/2020,71,2702,90,3411.4,1878,31185,2371,39372.5,0.0,0.1,1,80,1.3,101.0,79205,60608-2020-39,POINT (-87.670366 41.849879)
60608,41,10/04/2020,10/10/2020,106,2878,134,3633.6,2140,35273,2702,44533.8,0.1,0.1,0,80,0.0,101.0,79205,60608-2020-41,POINT (-87.670366 41.849879)
60608,42,10/11/2020,10/17/2020,130,3008,164,3797.7,2179,37452,2751,47284.9,0.1,0.1,1,81,1.3,102.3,79205,60608-2020-42,POINT (-87.670366 41.849879)
60608,2,01/10/2021,01/16/2021,182,6865,230,8667.4,2418,72861,3053,91990.4,0.1,0.1,2,125,2.5,157.8,79205,60608-2021-2,POINT (-87.670366 41.849879)
60608,3,01/17/2021,01/23/2021,166,7031,210,8877,2162,75023,2730,94720,0.1,0.1,0,125,0.0,157.8,79205,60608-2021-3,POINT (-87.670366 41.849879)
60608,4,01/24/2021,01/30/2021,123,7154,155,9032.3,2151,77174,2716,97435.8,0.1,0.1,2,127,2.5,160.3,79205,60608-2021-4,POINT (-87.670366 41.849879)
60608,5,01/31/2021,02/06/2021,73,7227,92,9124.4,2224,79398,2808,100243.7,0.0,0.1,1,128,1.3,161.6,79205,60608-2021-5,POINT (-87.670366 41.849879)
60609,17,04/19/2020,04/25/2020,219,560,356,910.6,531,1398,864,2273.4,0.4,0.4,8,18,13.0,29.3,61495,60609-2020-17,POINT (-87.653382 41.812017)
60609,18,04/26/2020,05/02/2020,302,862,491,1401.7,662,2060,1076,3349.9,0.4,0.4,6,24,9.8,39.0,61495,60609-2020-18,POINT (-87.653382 41.812017)
60609,21,05/17/2020,05/23/2020,230,1555,374,2528.7,1024,4770,1665,7756.7,0.2,0.3,7,50,11.4,81.3,61495,60609-2020-21,POINT (-87.653382 41.812017)
60609,23,05/31/2020,06/06/2020,54,1746,88,2839.3,688,6325,1119,10285.4,0.1,0.3,6,63,9.8,102.4,61495,60609-2020-23,POINT (-87.653382 41.812017)
